Date,Location,State,Shape,Time,Summary,Upload Date
1/24/2011,Houston,TX,Rectangle,20 to 30 sec,"flew by it, 300 meters away, it was floating not moving at 15000 ft, looked directly across at it.",1/31/2011
1/24/2011,Dallas,TX,Teardrop,3,"My wife and I witnesses an UFO like figure in the Dallas South-East sky on January 24, 2011 at approximayely 5:00am",1/31/2011
1/22/2011,Cypress,TX,Formation,1 Minute,"V-formation of approximately 10 UFOs flying East to West at a high rate of speed and at an altitude of ~20,000 feet. Hazy/ white color",1/31/2011
1/22/2011,Cypress,TX,Triangle,10 - 15 seconds,"A single Triangle UFO flew quickly and silently over Cypress, Texas, at night.",1/31/2011
1/21/2011,Midland,TX,Formation,2.5 minute,2 Hovering orange orbs seen late at night.,1/31/2011
1/13/2011,Krum,TX,Disk,10 min,"2 orbs hovering just west of Krum Texas January 13, 2011. Observed at 10:45 PM for about 10 minutes",1/31/2011
1/8/2011,Edinburg,TX,Oval,2 MINUTES,Gracefully floating orange orb in Texas,1/31/2011
1/7/2011,Rosenberg,TX,Other,2.5 min,an octangular object was flying above highway 59.,1/31/2011
1/6/2011,Fred,TX,Unknown,about 2 min,Bright orange/red glow in the sky,1/31/2011
1/5/2011,Corpus Christi,TX,Light,30 seconds,Lights in the Sky,1/31/2011
1/3/2011,Katy,TX,Other,0:30,looked like a satellite with two lights spead apart to be a large object.,1/5/2011
1/1/2011,Friendswood,TX,Sphere,3 minutes,Large yellowish orange orb traveling south with no flashing lights or sound.,1/5/2011
1/1/2011,Royce City/Rockwall,TX,Oval,10 min,sighting near rockwall tx off i 30.,1/31/2011
1/1/2011,League City,TX,Light,30min,bright light hovering in south east sky just south of houston tx,1/5/2011
1/1/2011,Katy,TX,Sphere,30 seconds,3 orange lights in a triangular form followed by one more,1/5/2011
1/1/2011,Austin,TX,Fireball,1:00,sighting in out backyard,1/5/2011
12/31/2010,Floresville,TX,Unknown,3 minutes,"On this New Year eve at midnight, we were popping fireworks,myself,my wife and our daughter when from the eastern sky a bright orange o",1/5/2011
12/31/2010,Fort Worth,TX,Fireball,6 mins,"I went outside to sit and smoke a cigarette. A few seconds after lighting it, I looked over to the North and saw three glowing orange o",1/5/2011
12/29/2010,Galveston,TX,Changing,20 secs,Seen unidentified lighted object,1/5/2011
12/22/2010,Houston,TX,Changing,aprox 2 min.,strange black object over Houston TX on 12/22/10,1/5/2011
12/18/2010,Bogata,TX,Disk,6 minutes,it was right above the tree line,1/5/2011
12/16/2010,Coleman (near),TX,Circle,1 hr,"Near Coleman, TX... Orange lights off and on, with no sound",1/5/2011
12/15/2010,Emory-Yantis,TX,Light,2 hours,flashing lights in a certain spot in sky seeming to communicate with one another.,12/12/2011
12/10/2010,Houston,TX,Disk,5 minutes,"I was driving to work during the day and saw a shiny flying object, that camoflaged with the sky and disappeared instantly.",1/5/2011
12/9/2010,Kildare,TX,Other,10 minutes,Two bright lights above the trees,1/5/2011
12/4/2010,Cypress,TX,Unknown,3 minutes,"Possible Abduction Attempt in Cypress, Texas",1/5/2011
12/3/2010,Richardson,TX,Oval,20 minutes,"bright light following an airplane, then stoped in mid air.",1/5/2011
12/2/2010,Del Rio,TX,Light,30 min.,"Bright light in the night sky, changes colors from red/green/yellow. ((NUFORC Note: Possible sighting of a star, or Venus?? PD))",1/5/2011
12/1/2010,The Woodlands,TX,Sphere,2 minutes,"two orange lights / spheres moving together across sky, then they danced and left into the stars. amazing",1/5/2011
12/1/2010,Belton,TX,Other,5 minutes,Large house size flat white light (similar to Christmas lights on house) just above horizon,1/5/2011
11/27/2010,Houston,TX,Circle,30 sec,The UFO was a flying disc with green lights.,1/5/2011
11/25/2010,Corpus Christi,TX,Triangle,5 minutes,3 craft stayed still in the sky and one left,1/5/2011
11/24/2010,Jacksonville,TX,Flash,10 seconds,streak of light low to ground caught on game camera,1/5/2011
11/21/2010,San Angelo,TX,Oval,15-20 sec.,Daylight sighting in San Angelo (oval),1/5/2011
11/20/2010,Wylie,TX,Unknown,1-2 Seconds MAX,White light moving across sky without a streak or sound in different directions.,10/10/2011
11/17/2010,Alvin,TX,Fireball,,2 Large bight yellowish-orange fire ball fall from the sky at an angle,11/21/2010
11/16/2010,Plano,TX,Unknown,unknown,Two UFO's one over the other.,11/21/2010
11/10/2010,Amarillo,TX,Triangle,1 minute 30 seconds,"11/10/2010 Unidentified Craft South Amarillo, TX",11/21/2010
11/10/2010,Groesbeck,TX,Cigar,around 8 minutes,it seem 2 fly slow the it shot off at way 2 high g forces.,11/21/2010
11/9/2010,Houston,TX,Triangle,4 seconds,Outside playing basketball in driveway at night...saw a brightly lit craft that appeared to be a plane. Craft appeared to be moving v,11/21/2010
11/9/2010,Amarillo,TX,Cross,20 seconds,a crossed shaped UFO with orange dots,11/21/2010
11/9/2010,Krum,TX,Triangle,4 minutes,"Two red triangles slowly and silently fly single file over Krum, Texas",11/21/2010
11/7/2010,Fort Worth,TX,Other,20 min.,I saw a green circle with a red triangle under it and a round white circle off to the side dancing around in zig zag jurking munements,11/21/2010
11/6/2010,Austin,TX,Sphere,40 secs,Silver metallic spherical object moving in the afternoon sky over Austin. Correction of date from 11/2 to 11/6/2010,3/10/2011
11/4/2010,Terlingua,TX,Fireball,1 minute,Slow moving fire ball over Big Bend National Park observed for 1 minute,11/21/2010
11/2/2010,Austin,TX,Sphere,40 secs,Silver metallic spherical object moving in the afternoon sky over Austin.,2/23/2011
11/1/2010,Houston,TX,Other,5 -minutes,"11/1/10 11:00am. Houston,Texas Duration: 5-minutes 6-silver metallic -balloons",1/5/2011
10/31/2010,College Station,TX,Disk,2 hours,"Orange glowing crafts seen over College Station, Tx",11/21/2010
10/29/2010,Katy,TX,Light,2 minutes,Katy Texas Ufo sighting involving fighter jets,11/21/2010
10/29/2010,Austin,TX,Formation,15 seconds,"Saw a string of about 10 to 12 lights in a loose V-formation very high up moving quickly across the sky in Austin, TX.",11/21/2010
10/27/2010,Denton,TX,Circle,2:00,I initially heard a whhoosh sound for quite awhile without witnessing anything.,11/21/2010
10/24/2010,Katy,TX,Light,4-5 min,Bluish white light observed in 90 degree turn and flight to east over Ft Bend county Texas,11/21/2010
10/22/2010,Seagoville,TX,Chevron,24 secs,It was a large boombrang or chevron looking ufo with two big yellowish-reddish lights that made no sound.,11/21/2010
10/22/2010,Plano,TX,Cone,uncertain,6 grey Cones in circle formation were still over Plano TX city Hall. No one but me saw them on a bus going west on 190.,11/21/2010
10/20/2010,Pearland,TX,Sphere,2 houra,"Round object in the sky with blue,green, and red colors hovering in the southeastern sky",11/21/2010
10/15/2010,Austin,TX,Other,1 Hour,"Over a dozen drone-like UFOs witness over Austin, Texas",11/21/2010
10/14/2010,The Colony,TX,Light,3 seconds,High altitude fast bright light,11/21/2010
10/13/2010,Allen,TX,Unknown,10 secs,Shadow object...Black then (glow) speeding across night sky.,11/21/2010
10/13/2010,Webster,TX,Cross,2 minutes,Blinking white light and red.,11/21/2010
10/12/2010,Lufkin,TX,Chevron,30 seconds,My wife and I observed chevron shaped lights moving across the sky,11/21/2010
10/12/2010,Dallas,TX,Cigar,5 minutes,Bright white light cigar shaped object seen flying slowly to the north in slight decent.,11/21/2010
10/12/2010,Waco,TX,Oval,5min.,Oval shaped aluminum colored object spotted in broad day light and dissapeared,11/21/2010
10/12/2010,Tomball,TX,Cigar,20 seconds,"A ufo sits for ten seconds, and disappears completely",11/21/2010
10/12/2010,Cross Roads,TX,Triangle,3 MINS,BLACK TRIANGLE SEEN OVER NORTH TEXAS ON 10.12.10,11/21/2010
10/10/2010,San Angelo,TX,Oval,1 minute,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,11/21/2010
10/9/2010,San Antonio,TX,Fireball,3 - 5 Seconds,"Large, bright, orange, fireball-like sphere seen in San Antonio TX night sky",11/21/2010
10/9/2010,Ben Wheeler,TX,Triangle,30 seconds,Elongated orange object moving rapidly from west to south then coming to a near stop before slowly continuing,11/21/2010
10/9/2010,San Angelo,TX,Fireball,3-5 sec,"Incredibly bright green fireball sighted south of San Angelo, Texas. ((NUFORC Note: Possible meteor?? PD))",11/21/2010
10/8/2010,Lewisville,TX,Unknown,0:00:30,Denton Texas light show. 10/08/10,11/21/2010
10/7/2010,Abilene,TX,Light,5 Mins,2 red lights appear and disappear in the southeast skys over Abilene.,11/21/2010
10/7/2010,Paint Rock,TX,Light,Approx. 2 hrs.,Lights over Paint Rock,11/21/2010
10/7/2010,Fort Worth,TX,Circle,30 seconds,"Very bright twin planet-like lights appearing to E/SE of Fort worth, TX that faded out very fast.",11/21/2010
10/6/2010,Moran,TX,Flash,ABOUT 15 MINUTES,burnt orange balls in the sky in Shackelford County Texas,11/21/2010
10/6/2010,Chalk Hill,TX,Rectangle,1-2 minutes,Hovering lights above tree line in remote wooded area.,11/21/2010
10/5/2010,Livingston,TX,Light,hours,Twinkling multi-colored object stationary in night sky over east Texas,11/21/2010
10/5/2010,Coleman,TX,Unknown,1 Min,"Syncronised lights over Coleman, Texas",11/21/2010
10/5/2010,La Pryor,TX,Fireball,15 secs,"I saw something flying in the sky in daylight, and have no idea what it was!!!",11/21/2010
10/4/2010,Dallas,TX,Other,35 Minutes,Squid shape UFO in Dallas.,11/21/2010
10/2/2010,Austin,TX,Unknown,3 minutes,4 orbs of glowing light,11/21/2010
10/1/2010,Dallas,TX,Other,Brief,Soundless hovering airplane,11/21/2010
10/1/2010,Waxahachie,TX,Disk,1 second,Disk Shaped Object photographed near Waxahachie Texas,11/21/2010
9/30/2010,Plano,TX,Disk,3-5 minutes,"Collin County Sighting Plano, TX & Allen, TX",11/21/2010
9/30/2010,Fort Worth,TX,Triangle,about 30 seconds,At around midnight I saw a UFO flying across the sky. Two triangles Flying one in front of the other with a blinking light on the end,11/21/2010
9/29/2010,Krum,TX,Light,5-6 hrs,"one giant bright light and numerous small white lights the size of stars in Krum, Texas. ((NUFORC Note: Stars?? PD))",11/21/2010
9/28/2010,Amarillo,TX,Other,?,Bright multi colored spinning object in Amarillo Texas about 3 AM duration at least ten minutes. ((NUFORC Note: Star?? PD)),11/21/2010
9/27/2010,Kyle,TX,Chevron,4 seconds,Huge bommerange shaped UFO with faint red lights flying stealth northwest to southeast,11/21/2010
9/25/2010,Levelland,TX,Unknown,30-45 mins,Lights appearing and disappearing in a set patteren,8/21/2011
9/25/2010,Houston,TX,Changing,30 MIN,object changing shapes and colors over houston. ((NUFORC Note: We suspect that the object was a twinkling star. PD)),11/21/2010
9/24/2010,Victoria,TX,Sphere,,"I live in victoria,texas I don't believe in this kind of stuff but what I saw tonight scared the living day lights out of me.Around 11:",11/21/2010
9/24/2010,El Paso,TX,Other,8-10 sec,Several different shape ufo sightings in the past few months.,11/21/2010
9/24/2010,Kennedale,TX,Disk,33 minutes,"Saucer-shaped obj. w/ rotating red, white and sometimes red lights, moving and hovering for 33 min.((NUFORC Note: Possible star?PD))",11/21/2010
9/23/2010,Fannett,TX,Disk,20 min.,light going around in a big circle,3/10/2011
9/17/2010,Lindale,TX,Triangle,15 seconds,We were laying outside in the hammock and looking at the moon and stars when the sky completely blacked out. All we could see was a tr,11/21/2010
9/14/2010,Austin,TX,Unknown,20 minutes,"4-6 lights dancing in sky west of Austin, TX. Chasing ea. other and going up/down side to side forming squares",11/21/2010
9/14/2010,Dallas,TX,Triangle,20 sec,Object over D.F.W. Metroplex,11/21/2010
9/13/2010,Sanger,TX,Flash,1,I SAW THE CRAFT HOVERING ABOUT 500 FT FROM THE GROUND FACING NORTH,11/21/2010
9/13/2010,Junction,TX,Light,30 seconds or so,Bright star slowly rising from the north sky turned amber red acclarated up outta sight ..,11/21/2010
9/13/2010,San Angelo,TX,Other,5 min,"quickly moving, heavenly body seen vanishing",11/21/2010
9/13/2010,Eldorado,TX,Triangle,45 sec,Ufo in west TX,11/21/2010
9/12/2010,Arlington,TX,Triangle,10 minutes,"2 Hyper White Blue lights when roll move completed, discovered as a 3 light triangle object",11/21/2010
9/12/2010,Reno,TX,Triangle,10 seconds,i was headed east leaving Reno i had just pasted a church and i was on a cell phone talking to my friend and i saw a triangle in the sk,11/21/2010
9/12/2010,League City,TX,Unknown,1:15,"Hovering light near Galveston, TX. ((NUFORC Note: We suspect a ""twinkling"" star, but cannot be certain. PD))",11/21/2010
9/11/2010,Katy,TX,Oval,15 minutes,High flying curving white orb.,11/21/2010
9/9/2010,Austin,TX,Light,2 Minutes,"Two tiny objects (like dim stars) fly overhead in unison, and then begin to move around each other as they continue on.",11/21/2010
9/6/2010,Azle,TX,Unknown,6 seconds,fast moving object over azle texas,11/21/2010
9/6/2010,Houston,TX,Triangle,10-15 minutes,Five Triangular shaped spacecraft seen over Memorial Park @ 8:30 pm Labor Day 9/06/10.,5/13/2012
9/1/2010,San Angelo,TX,Light,30 seconds,Three faint lights flying in formation while traveling at enormous speed across the nigth sky.,11/21/2010
8/31/2010,Bryan,TX,Triangle,a minute or so,"3 chamber, triangle shaped object",11/21/2010
8/26/2010,Stephenville,TX,Formation,1-2 min.,A group of us at work were actually veiwing Mars with some binoculars and turned around and saw the orange and yellow lights,8/30/2010
8/23/2010,Wichita falls,TX,Sphere,,Lights in the ski over North Texas Nightly.,2/4/2013
8/22/2010,Huntsville (near),TX,Light,2 hours,Hovering Glowing object for 2 hours near Huntsville Texas that moved around the western sky and appeard to shoot objects from it,8/24/2010
8/22/2010,Beaumont,TX,Circle,10:30-10:50,"a blue light over beaumont"" texas",11/21/2010
8/21/2010,Dallas,TX,Fireball,5seconds,APPROXIMATE 5 SECOND GREENISH FLAME LIKE BURST SEEN DESCENDING @ A DOWNWARD ANGLE TO THE SOUTHWEST OF DALLAS,11/21/2010
8/17/2010,Arlington,TX,Triangle,30mins,On 8-17-10 about 7pm I went outside in my backyard and witnessed Neon Light Blueish lights in the sky NorthEast of me Flying in circles,11/21/2010
8/15/2010,Round Rock,TX,Oval,few minutes,"Amber, oval lights over Round Rock, Texas on 8.15.10",8/24/2010
8/15/2010,El Paso,TX,Unknown,5 minutes,"The only thing I can say here is that yes, we are being watched.",8/24/2010
8/14/2010,Murphy,TX,Oval,4-Mar,"Flying and blinking object over Murphy, TX",8/24/2010
8/13/2010,San Benito,TX,Circle,about 9 minutes,Hovering circular-dohnut shaped object with red and green-blue light moving at an incredibly fast pace up and across the nightsky!!!,8/24/2010
8/12/2010,Fredericksburg,TX,Fireball,5 MIN,RED STAR LIKE OBJECT SEEN IN WESTERN SKY WITH UNEXPLINABLE MOVEMENTS,8/24/2010
8/11/2010,El Paso,TX,Light,about 2 mins,"white light, zoom away",11/21/2010
8/11/2010,New Waverly,TX,Other,,"Hump shapes on top and bottom. ((NUFORC Note: Pattern in photo was probably caused by a flying insect, we believe. PD))",11/21/2010
8/10/2010,San Antonio,TX,Flash,1 sec.,I saw a light trail flash in in the sky.,8/24/2010
8/9/2010,Beaumont,TX,Flash,10 minutes,Early am my dog barked to go outside because he is 17 years I have to lift him and take him outside my back fenced in yard. I sit on m,8/24/2010
8/8/2010,El Paso,TX,Light,10 minutes,"Strange star-like object hovering over El Paso mountains, almost hit car and swooped down below the road (on mountain) disappearing.",10/23/2013
8/6/2010,San Antonio,TX,Formation,,"""V"" shapped formation with 4 objects .",8/24/2010
8/5/2010,San Antonio,TX,Sphere,30 minutes or so,"Sphere-like UFO sighted over San Antonio, Texas August 5-6, 2010",8/24/2010
8/5/2010,San Antonio,TX,Sphere,20-30 minutes,"Sphere-like object with flashing lights seen in western sky over San Antonio, TX. ((NUFORC Note: Sighting of Venus, we suspect. PD))",8/24/2010
8/4/2010,Glen Rose,TX,Circle,10 min,low no noise craft like a ball of light went right over our heads,8/24/2010
8/3/2010,Victoria,TX,Rectangle,7 seconds,Two Ufo sighting witin a month same town one 20 mins ago,11/21/2010
8/2/2010,San Antonio,TX,Changing,1hr,is it a comet coming towards earth?,8/24/2010
7/31/2010,San Antonio,TX,Chevron,15 min.,"Multiple witnesses observe stationary, highly-reflective object in daytime sky. Triangular??",8/24/2010
7/29/2010,Galveston (Spanish Grant),TX,Light,less than a minute,2 lights that just disappeared!,6/12/2011
7/28/2010,Allen,TX,Unknown,45 mins,large shape in the air with bright beam light around it. hovering in one spot would appear to move smooth but quickly side to side,7/29/2010
