FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.191240,191240,912343407,Australia,Coral Sea,Central Indo-Pacific,CS153,Inner Osprey East,-13.8554,146.6246,2013-07-19T00:00:00,9.5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,ATC,POINT (146.62455 -13.85535)
M1_DATA.193463,193463,912343345,Australia,Coral Sea,Central Indo-Pacific,CS149,Holmes South Cay South Inner Reef,-16.5049,147.8414,2013-07-07T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,2,RJE,POINT (147.84137 -16.50487)
M1_DATA.173160,173160,912343437,Australia,Cape Howe,Temperate Australasia,JBMP-S17,Murrays Reef,-35.1239,150.7523,2013-04-05T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,CL,POINT (150.7523499 -35.1239319)
M1_DATA.189312,189312,912341125,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,PAC18,Suwarrow South Reef,-13.2559,-163.099,2012-08-08T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,2,GJE,POINT (-163.09905 -13.25593)
M1_DATA.189390,189390,2000895,Australia,Cape Howe,Temperate Australasia,JBMP37,Murrays Reef,-35.1257,150.7519,2009-03-05T00:00:00,7,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,JRA,POINT (150.75189 -35.1257)
M1_DATA.189452,189452,912342426,New Zealand,Kermadec Island,Temperate Australasia,KER11,Milne Rocks,-29.2818,-177.9026,2013-01-01T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,3,SRG,POINT (-177.90259 -29.281771)
M1_DATA.189522,189522,912345405,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR19,Humpy and Halfway Islands1,-23.2163,150.9634,2015-06-19T00:00:00,2,Chordata,Elasmobranchii,Hemiscylliidae,Hemiscyllium ocellatum,2,1,JS,POINT (150.9634 -23.216266)
M1_DATA.189720,189720,5000282,Australia,South Australian Gulfs,Temperate Australasia,KI6,Stokes East,-35.616,137.2106,2009-03-23T00:00:00,7.5,Chordata,Elasmobranchii,Parascylliidae,Parascyllium variolatum,1,1,DJB,POINT (137.2106 -35.61596)
M1_DATA.189741,189741,2001404,Australia,Manning-Hawkesbury,Temperate Australasia,NSW35,Latitude Rock West,-32.209,152.57,2009-06-06T00:00:00,9,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,2,SJF,POINT (152.57 -32.20903333)
M1_DATA.189784,189784,7000591,Australia,Bassian,Temperate Australasia,DE46,Lindisfarne Sth,-42.861,147.3501,2009-01-13T00:00:00,2,Chordata,Elasmobranchii,Urolophidae,Urolophus cruciatus,2,2,MLD,POINT (147.3501 -42.861017)
M1_DATA.190076,190076,912343204,Australia,Coral Sea,Central Indo-Pacific,CS77,Mellish dropoff,-17.4165,155.8419,2013-06-11T00:00:00,20,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (155.84191 -17.41652)
M1_DATA.190108,190108,2002768,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2011-08-07T00:00:00,11,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.190144,190144,2002827,Australia,Cape Howe,Temperate Australasia,BMP-S22,Garden Point,-35.7839,150.2346,2011-04-26T00:00:00,5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,2,1,WCB,POINT (150.23465 -35.78389)
M1_DATA.190161,190161,3002545,Australia,Cape Howe,Temperate Australasia,CHMP-S3,Gabo Boulder Bay,-37.564,149.9179,2011-02-03T00:00:00,9.3,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,ATC,POINT (149.9179 -37.564)
M1_DATA.190174,190174,912340234,Australia,Manning-Hawkesbury,Temperate Australasia,PS8,Fingal Island South,-32.7493,152.1849,2011-11-19T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,TRD,POINT (152.18487 -32.74928)
M1_DATA.190231,190231,912343035,Australia,Cape Howe,Temperate Australasia,BMP-S22,Garden Point,-35.7839,150.2346,2013-03-11T00:00:00,5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,AJG,POINT (150.23465 -35.78389)
M1_DATA.190252,190252,912340234,Australia,Manning-Hawkesbury,Temperate Australasia,PS8,Fingal Island South,-32.7493,152.1849,2011-11-19T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,1,NAD,POINT (152.18487 -32.74928)
M1_DATA.192718,192718,2001125,Australia,Manning-Hawkesbury,Temperate Australasia,PS2,Nth Shark Gutters,-32.6183,152.3343,2009-05-08T00:00:00,9,Chordata,Elasmobranchii,Odontaspididae,Carcharias taurus,1,1,ATC,POINT (152.33433 -32.6183)
M1_DATA.192724,192724,2001169,Australia,Cape Howe,Temperate Australasia,JBMP-S3,The Docks Inner Tubes,-35.0799,150.793,2009-03-14T00:00:00,10.2,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,5,MLD,POINT (150.79299 -35.07993)
M1_DATA.192910,192910,912344545,Republic of the Marshall Islands,Marshall Islands,Eastern Indo-Pacific,RT3,Rongalap wall,11.1521,166.8354,2014-07-20T00:00:00,11,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,ATC,POINT (166.83543 11.1521)
M1_DATA.192970,192970,912343080,Australia,Manning-Hawkesbury,Temperate Australasia,PS38,Lighthouse Bay,-32.745,152.2036,2013-06-01T00:00:00,5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,1,TRD,POINT (152.20364 -32.74499)
M1_DATA.192993,192993,2001491,Australia,Cape Howe,Temperate Australasia,JBMP-S15,Bowen Island NW,-35.1127,150.7672,2010-03-27T00:00:00,5.2,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,1,1,ATC,POINT (150.7671967 -35.11271668)
M1_DATA.168819,168819,912342194,Australia,Cape Howe,Temperate Australasia,BR10,Nth East Beware Reef (Ridge Park),-37.8181,148.7848,2012-09-11T00:00:00,15,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,2,DTL,POINT (148.784786 -37.818109)
M1_DATA.168929,168929,2001831,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,NI8,"The Hoof, Phillip Island",-29.1164,167.9631,2009-02-04T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,ATC,POINT (167.96309 -29.11641)
M1_DATA.169027,169027,912341215,Tonga,Fiji Islands,Central Indo-Pacific,PAC65,North Minerva Reef W,-23.6338,-178.9325,2012-09-18T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (-178.93247 -23.63376)
M1_DATA.169064,169064,6002015,Australia,Leeuwin,Temperate Australasia,RI3,Eagle Bay,-32.018,115.4523,2010-05-14T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,2,1,SS,POINT (115.4523 -32.01805)
M1_DATA.169085,169085,3000025,Australia,Cape Howe,Temperate Australasia,BR2,East Yeerung,-37.7954,148.7859,2009-10-12T00:00:00,9,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,DTL,POINT (148.78586 -37.79535)
M1_DATA.191724,191724,2001043,Australia,Manning-Hawkesbury,Temperate Australasia,PS1,NE North Rock,-32.5992,152.324,2009-05-08T00:00:00,9.5,Chordata,Elasmobranchii,Odontaspididae,Carcharias taurus,1,1,RSS,POINT (152.32404 -32.59917)
M1_DATA.192093,192093,2002644,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-02-01T00:00:00,11,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,3,TRD,POINT (152.15925 -32.70976)
M1_DATA.196588,196588,912344454,Australia,Manning-Hawkesbury,Temperate Australasia,PS35,Coral Gardens,-32.6855,152.2224,2013-08-31T00:00:00,5.4,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,2,NAD,POINT (152.22244 -32.68551)
M1_DATA.196787,196787,3002554,Australia,Cape Howe,Temperate Australasia,CHMP-S6,Howe West,-37.5099,149.9735,2011-02-04T00:00:00,7.2,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,1,DTL,POINT (149.9735 -37.50987)
M1_DATA.196822,196822,3000138,Australia,Cape Howe,Temperate Australasia,BR7,Sth Pinnacle Beware Reef,-37.8249,148.7906,2009-06-23T00:00:00,16,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,AJW,POINT (148.79058 -37.82491)
M1_DATA.197038,197038,912342392,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,NI8,"The Hoof, Phillip Island",-29.1164,167.9631,2013-01-10T00:00:00,11,Chordata,Elasmobranchii,Dasyatidae,Taeniura meyeni,2,1,GJE,POINT (167.96309 -29.11641)
M1_DATA.197155,197155,2001921,Australia,Manning-Hawkesbury,Temperate Australasia,SYD4,Bradleys Heads,-33.8513,151.2482,2010-02-21T00:00:00,2,Chordata,Elasmobranchii,Urolophidae,Urolophus spp.,1,1,GJE,POINT (151.24823 -33.85133)
M1_DATA.199360,199360,912343406,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2013-06-22T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,1,1,NAD,POINT (152.15183 -32.714463)
M1_DATA.199391,199391,6002314,Australia,Leeuwin,Temperate Australasia,RI19,Parakeet,-31.9891,115.5159,2010-05-14T00:00:00,8.6,Chordata,Elasmobranchii,Urolophidae,Urolophus spp.,2,1,KRS,POINT (115.5159 -31.9891)
M1_DATA.199429,199429,912342165,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP67,Fishtrap,-23.1011,-134.8661,2012-05-08T00:00:00,3.5,Chordata,Elasmobranchii,Myliobatidae,Aetobatus ocellatus,1,1,MLD,POINT (-134.86613 -23.10112)
M1_DATA.199527,199527,6001979,Australia,Leeuwin,Temperate Australasia,RI1,Green Island Reserve 1,-32.0172,115.5001,2008-07-25T00:00:00,5,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,2,1,RSS,POINT (115.50014 -32.01725)
M1_DATA.199543,199543,593003402,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP208,Punta Espinosa Norte (2),-0.2619,-91.4446,2008-04-19T00:00:00,15,Chordata,Elasmobranchii,Heterodontidae,Heterodontus quoyi,2,3,RP,POINT (-91.44458 -0.261942)
M1_DATA.199614,199614,912343229,Australia,Coral Sea,Central Indo-Pacific,CS90,Lihou Shark Wall,-17.1177,152.0748,2013-06-14T00:00:00,8,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,RJE,POINT (152.07475 -17.11768)
M1_DATA.199663,199663,912343414,Australia,Coral Sea,Central Indo-Pacific,CS156,Osprey Pass,-13.8851,146.5623,2013-07-20T00:00:00,4.5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,ATC,POINT (146.5623 -13.8851)
M1_DATA.199676,199676,912342188,Pitcairn Islands,Rapa-Pitcairn,Eastern Indo-Pacific,PIT3,Henderson NW bay,-24.349,-128.349,2012-04-21T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,4,MLD,POINT (-128.349 -24.349)
M1_DATA.120718,120718,912343953,Australia,Bassian,Temperate Australasia,PPB41,Portsea Bay Reef,-38.3174,144.7102,2014-03-23T00:00:00,3,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,1,2,DTL,POINT (144.71023 -38.31745)
M1_DATA.120851,120851,2002646,Australia,Manning-Hawkesbury,Temperate Australasia,PS28,Blanch Reserve,-32.7885,152.0834,2011-02-06T00:00:00,3,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,2,NAD,POINT (152.08338 -32.78852)
M1_DATA.194445,194445,912340173,Australia,Cape Howe,Temperate Australasia,BMP-S37,Broulee Is South,-35.8621,150.1873,2012-01-13T00:00:00,5.3,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,2,1,AJG,POINT (150.18729 -35.86214)
M1_DATA.194734,194734,593003467,Ecuador,Northern Galapagos Islands,Tropical Eastern Pacific,ETP248,Wolf Fondeadero (2),1.3798,-91.8183,2008-05-10T00:00:00,15,Chordata,Elasmobranchii,Dasyatidae,Taeniura meyeni,1,1,RP,POINT (-91.8183 1.37978)
M1_DATA.194764,194764,506003004,Costa Rica,Nicoya,Tropical Eastern Pacific,ETP56,Roca Matapalo,8.3698,-83.2879,2011-05-17T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,NAW,POINT (-83.28786 8.36985)
M1_DATA.194811,194811,2002457,Australia,Cape Howe,Temperate Australasia,BMP-S20,Acron Ledge,-35.7203,150.2479,2011-01-16T00:00:00,5.2,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,2,1,AJG,POINT (150.24789 -35.7203)
M1_DATA.195038,195038,507003613,Panama,Nicoya,Tropical Eastern Pacific,ETP200,Punta Adelarda,7.4876,-81.8886,2007-03-27T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,AC,POINT (-81.88863333 7.487566667)
M1_DATA.195124,195124,912340287,Australia,Bassian,Temperate Australasia,PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,2011-11-24T00:00:00,6.5,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,2,DTL,POINT (144.6976173 -38.27670215)
M1_DATA.195222,195222,1003699,Panama,Southwestern Caribbean,Tropical Atlantic,CAR24,Chichime SW,9.5877,-78.8892,2011-03-28T00:00:00,11.5,Chordata,Elasmobranchii,Dasyatidae,Dasyatis americana,1,1,GJE,POINT (-78.88924 9.58772)
M1_DATA.197294,197294,2001889,Australia,Manning-Hawkesbury,Temperate Australasia,NSW16,Swansea Heads South,-33.0885,151.6662,2009-06-27T00:00:00,5.8,Chordata,Elasmobranchii,Rhinobatidae,Aptychotrema rostrata,2,1,AS,POINT (151.66617 -33.088501)
M1_DATA.197312,197312,912342179,Colombia,Panama Bight,Tropical Eastern Pacific,ETP180,La Nevera Sur,3.9998,-81.6144,2012-02-20T00:00:00,14,Chordata,Elasmobranchii,Sphyrnidae,Sphyrna lewini,1,7,NAW,POINT (-81.614356 3.9997666)
M1_DATA.197447,197447,912343166,Australia,Coral Sea,Central Indo-Pacific,CS58,Kenn Reef North Cay bommie,-21.1989,155.7658,2013-06-05T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,GJE,POINT (155.76575 -21.19893)
M1_DATA.197501,197501,912342998,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2013-04-19T00:00:00,9.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,NAD,POINT (152.15925 -32.70976)
M1_DATA.197618,197618,6002022,Australia,Leeuwin,Temperate Australasia,RI4,The Grottos Rottnest,-31.9893,115.5175,2009-03-01T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,1,1,PBD,POINT (115.51746 -31.98926)
M1_DATA.197787,197787,912340615,Australia,Manning-Hawkesbury,Temperate Australasia,PS16,Seahorse gardens,-32.7152,152.1504,2012-02-25T00:00:00,10.2,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,MS,POINT (152.15036 -32.71515)
M1_DATA.197821,197821,912343152,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,CS51,Saumarez stripe seasnake,-21.9163,153.5867,2013-06-02T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,SRG,POINT (153.58669 -21.91631)
M1_DATA.197933,197933,912344173,Australia,Exmouth to Broome,Central Indo-Pacific,NWS52,Imperieuse SE reef edge,-17.6089,118.9636,2013-09-21T00:00:00,4,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (118.96364 -17.6089)
M1_DATA.198073,198073,912343299,Australia,Coral Sea,Central Indo-Pacific,CS126,Flinders Ribbon Reef South Cay,-17.7167,148.4387,2013-06-30T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,RJE,POINT (148.43873 -17.71666)
M1_DATA.198237,198237,912341938,Australia,Bassian,Temperate Australasia,PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,2012-02-10T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,2,1,DTL,POINT (144.6976173 -38.27670215)
M1_DATA.200315,200315,10000046,Australia,Manning-Hawkesbury,Temperate Australasia,SYD24,South Clovelly,-33.9159,151.2688,2012-03-16T00:00:00,5.5,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,1,1,TR,POINT (151.268771 -33.915887)
M1_DATA.193881,193881,912342146,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP53,Fakarava Nth Inside,-16.077,-145.7018,2012-06-28T00:00:00,3,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,MLD,POINT (-145.70184 -16.07705)
M1_DATA.193994,193994,2002385,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-10-30T00:00:00,8.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,1,NAD,POINT (152.15925 -32.70976)
M1_DATA.194171,194171,912343396,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2013-05-11T00:00:00,7.9,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,KHVT,POINT (152.19493 -32.74057)
